ウテロン錠５ｍｇ,2590004F1010
アゼルニジピン錠１６ｍｇ「ＢＭＤ」,2149043F2140
レボフロキサシン点眼液０．５％「ＫＯＧ」,1319742Q1268
レボフロキサシン点眼液１．５％「ＫＯＧ」,1319742Q2043
レボカバスチン点眼液０．０２５％「杏林」,1319746Q1134
ロキソプロフェンＮａテープ５０ｍｇ「ＱＱ」　７ｃｍ×１０ｃｍ,2649735S2288
ロキソプロフェンＮａテープ１００ｍｇ「ＱＱ」　１０ｃｍ×１４ｃｍ,2649735S3284
ロキソプロフェンＮａパップ１００ｍｇ「ＱＱ」　１０ｃｍ×１４ｃｍ,2649735S1168
フィルグラスチムＢＳ注７５μｇシリンジ「テバ」　０．３ｍＬ,3399409G1036
フィルグラスチムＢＳ注１５０μｇシリンジ「テバ」　０．６ｍＬ,3399409G2032
フィルグラスチムＢＳ注３００μｇシリンジ「テバ」　０．７ｍＬ,3399409G3039
アゼルニジピン錠８ｍｇ「テバ」,2149043F1119
アゼルニジピン錠１６ｍｇ「テバ」,2149043F2115
アトルバスタチン錠５ｍｇ「ＴＹＫ」,2189015F1201
アトルバスタチン錠１０ｍｇ「ＴＹＫ」,2189015F2208
リセドロン酸Ｎａ錠１７．５ｍｇ「テバ」,3999019F2154
フェキソフェナジン塩酸塩錠３０ｍｇ「テバ」,4490023F2195
フェキソフェナジン塩酸塩錠６０ｍｇ「テバ」,4490023F1199
レボフロキサシン点眼液１．５％「テバ」,1319742Q2124
カルボシステインドライシロップ５０％「テバ」,2233002R2053
グリメピリドＯＤ錠０．５ｍｇ「テバ」,3961008F6073
アラベル内用剤１．５ｇ,7290007X1031
アクテムラ皮下注１６２ｍｇシリンジ　０．９ｍＬ,6399421G1022
アクテムラ皮下注１６２ｍｇオートインジェクター　０．９ｍＬ,6399421G2029
アバプロ錠２００ｍｇ,2149046F3026
メトグルコ錠５００ｍｇ,3962002F3023
ゼルヤンツ錠５ｍｇ,3999034F1020
エンブレル皮下注５０ｍｇペン１．０ｍＬ　１ｍＬ,3999424G3028
ロキソプロフェンナトリウムテープ５０ｍｇ「タイホウ」　７×１０,2649735S2237
ロキソプロフェンＮａテープ１００ｍｇタイホウ　１０ｃｍ×１４ｃｍ,2649735S3233
ティーエスワン配合ＯＤ錠Ｔ２０　２０ｍｇ（テガフール相当量）,4229101F1026
ティーエスワン配合ＯＤ錠Ｔ２５　２５ｍｇ（テガフール相当量）,4229101F2022
ラニチジン錠７５ｍｇ「ＪＧ」,2325002F2166
ラニチジン錠１５０ｍｇ「ＪＧ」,2325002F1240
アゼルニジピン錠８ｍｇ「タナベ」,2149043F1100
アゼルニジピン錠１６ｍｇ「タナベ」,2149043F2107
リセドロン酸Ｎａ塩錠１７．５ｍｇ「タナベ」,3999019F2227
レグテクト錠３３３ｍｇ,1190022H1020
アムロジピン錠１０ｍｇ「ＢＭＤ」,2171022F5016
サイゼン皮下注射液１２ｍｇ,2412402A5028
アコファイド錠１００ｍｇ,2399015F1020
テルビナフィン錠１２５ｍｇ「ファイザー」,6290005F1288
アーゼラ点滴静注液１００ｍｇ　５ｍＬ,4291423A1026
アーゼラ点滴静注液１０００ｍｇ　１，０００ｍｇ５０ｍＬ,4291423A2022
フィルグラスチムＢＳ注７５μｇシリンジ「ＮＫ」　０．３ｍＬ,3399409G1028
フィルグラスチムＢＳ注１５０μｇシリンジ「ＮＫ」　０．６ｍＬ,3399409G2024
フィルグラスチムＢＳ注３００μｇシリンジ「ＮＫ」　０．７ｍＬ,3399409G3020
アトルバスタチン錠５ｍｇ「ＮＳ」,2189015F1198
アトルバスタチン錠１０ｍｇ「ＮＳ」,2189015F2194
フェキソフェナジン塩酸塩錠３０ｍｇ「日新」,4490023F2217
フェキソフェナジン塩酸塩錠６０ｍｇ「日新」,4490023F1210
プラミペキソール塩酸塩錠０．１２５ｍｇ「日新」,1169012F1189
プラミペキソール塩酸塩錠０．５ｍｇ「日新」,1169012F2185
リセドロン酸Ｎａ錠１７．５ｍｇ「日新」,3999019F2189
レボフロキサシン点眼液１．５％「日新」,1319742Q2132
オングリザ錠２．５ｍｇ,3969017F1028
オングリザ錠５ｍｇ,3969017F2024
ノウリアスト錠２０ｍｇ,1169016F1020
リセドロン酸Ｎａ錠２．５ｍｇ「サンド」,3999019F1255
リセドロン酸Ｎａ錠１７．５ｍｇ「サンド」,3999019F2138
フィルグラスチムＢＳ注７５μｇシリンジ「モチダ」　０．３ｍＬ,3399408G1031
フィルグラスチムＢＳ注１５０μｇシリンジ「モチダ」　０．６ｍＬ,3399408G2038
フィルグラスチムＢＳ注３００μｇシリンジ「モチダ」　０．７ｍＬ,3399408G3034
フェキソフェナジン塩酸塩錠３０ｍｇ「モチダ」,4490023F2241
フェキソフェナジン塩酸塩錠６０ｍｇ「モチダ」,4490023F1245
グリメピリド錠０．５ｍｇ「モチダ」,3961008F3309
レボフロキサシン点眼液１．５％「ＦＦＰ」,1319742Q2035
アゼルニジピン錠８ｍｇ「ＦＦＰ」,2149043F1038
アゼルニジピン錠１６ｍｇ「ＦＦＰ」,2149043F2034
リセドロン酸Ｎａ錠１７．５ｍｇ「ＦＦＰ」,3999019F2065
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＦＦＰ」,1169012F1065
プラミペキソール塩酸塩錠０．５ｍｇ「ＦＦＰ」,1169012F2061
フェキソフェナジン塩酸塩錠３０ｍｇ「ＦＦＰ」,4490023F2063
フェキソフェナジン塩酸塩錠６０ｍｇ「ＦＦＰ」,4490023F1067
フェキソフェナジン塩酸塩ＯＤ錠６０ｍｇ「ＦＦＰ」,4490023F3035
ロキソプロフェンＮａテープ５０ｍｇ「ＦＦＰ」　７ｃｍ×１０ｃｍ,2649735S2059
ロキソプロフェンＮａテープ１００ｍｇ「ＦＦＰ」　１０×１４ｃｍ,2649735S3055
リーバクト配合経口ゼリー　２０ｇ,3253003Q1029
硫酸バリウム散９８．８％「ホリイ」,7212036B1026
タプロスミニ点眼液０．００１５％　０．３ｍＬ,1319756Q2029
イノベロン錠１００ｍｇ,1139012F1023
イノベロン錠２００ｍｇ,1139012F2020
フィルグラスチムＢＳ注７５μｇシリンジ「Ｆ」　０．３ｍＬ,3399408G1023
フィルグラスチムＢＳ注１５０μｇシリンジ「Ｆ」　０．６ｍＬ,3399408G2020
フィルグラスチムＢＳ注３００μｇシリンジ「Ｆ」　０．７ｍＬ,3399408G3026
リセドロン酸Ｎａ錠１７．５ｍｇ「Ｆ」,3999019F2057
アムロジピン錠１０ｍｇ「Ｆ」,2171022F5016
フェキソフェナジン塩酸塩錠３０ｍｇ「ＳＡＮＩＫ」,4490023F2098
フェキソフェナジン塩酸塩錠６０ｍｇ「ＳＡＮＩＫ」,4490023F1091
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＭＥＥＫ」,1169012F1090
プラミペキソール塩酸塩錠０．５ｍｇ「ＭＥＥＫ」,1169012F2096
パロキセチン錠５ｍｇ「ＫＮ」,1179041F3010
イルベタン錠２００ｍｇ,2149046F3034
アムロジピン錠１０ｍｇ「ＱＱ」,2171022F5288
アムロジピン錠１０ｍｇ「ＴＹＫ」,2171022F5300
アムロジピン錠１０ｍｇ「タイヨー」,2171022F5342
ニトログリセリン点滴静注２５ｍｇ／５０ｍＬ「ＨＫ」,2171403A8034
ユナシン－Ｓ静注用３ｇ,6139504F3025
レボフロキサシン点眼液１．５％「ＴＳ」,1319742Q2051
ロキソプロフェンＮａテープ５０ｍｇ「久光」　７ｃｍ×１０ｃｍ,2649735S2270
ロキソプロフェンＮａテープ１００ｍｇ「久光」　１０ｃｍ×１４ｃｍ,2649735S3276
ボルベン輸液６％　５００ｍＬ,3319408A1020
メトレレプチン皮下注用１１．２５ｍｇ「シオノギ」,2499414D1023
エボルトラ点滴静注２０ｍｇ　２０ｍＬ,4229403A1022
ノーモサング点滴静注２５０ｍｇ　１０ｍＬ,6349400A1026
ルリコン軟膏１％,2655712M1025
ロキソプロフェンＮａテープ５０ｍｇ「三和」　７ｃｍ×１０ｃｍ,2649735S2156
ロキソプロフェンＮａテープ１００ｍｇ「三和」　１０ｃｍ×１４ｃｍ,2649735S3152
ロキソプロフェンＮａパップ１００ｍｇ「三和」　１０ｃｍ×１４ｃｍ,2649735S1087
フェキソフェナジン塩酸塩錠３０ｍｇ「三和」,4490023F2179
フェキソフェナジン塩酸塩錠６０ｍｇ「三和」,4490023F1172
アゼルニジピン錠８ｍｇ「ケミファ」,2149043F1097
アゼルニジピン錠１６ｍｇ「ケミファ」,2149043F2093
オロパタジン塩酸塩ＯＤ錠２．５ｍｇ「ケミファ」,4490025F3115
オロパタジン塩酸塩ＯＤ錠５ｍｇ「ケミファ」,4490025F4111
フェキソフェナジン塩酸塩錠３０ｍｇ「ケミファ」,4490023F2160
フェキソフェナジン塩酸塩錠６０ｍｇ「ケミファ」,4490023F1164
アトルバスタチン錠５ｍｇ「ケミファ」,2189015F1210
アトルバスタチン錠１０ｍｇ「ケミファ」,2189015F2216
ロキソプロフェンナトリウムテープ５０ｍｇ「ケミファ」　７×１０,2649735S2229
ロキソプロフェンＮａテープ１００ｍｇケミファ　１０ｃｍ×１４ｃｍ,2649735S3225
ロキソプロフェンＮａパップ１００ｍｇケミファ　１０ｃｍ×１４ｃｍ,2649735S1125
グリメピリドＯＤ錠０．５ｍｇ「ケミファ」,3961008F6065
リセドロン酸ナトリウム錠１７．５ｍｇ「ケミファ」,3999019F2243
ノボラピッド注　フレックスタッチ　３００単位,2492415G6025
ロキソプロフェンＮａテープ５０ｍｇ「ＥＥ」　７ｃｍ×１０ｃｍ,2649735S2040
ロキソプロフェンＮａテープ１００ｍｇ「ＥＥ」　１０ｃｍ×１４ｃｍ,2649735S3047
パロキセチン錠５ｍｇ「ＥＥ」,1179041F3265
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＥＥ」,1169012F1057
プラミペキソール塩酸塩錠０．５ｍｇ「ＥＥ」,1169012F2053
ロキソプロフェンＮａテープ５０ｍｇ「ＤＫ」　７ｃｍ×１０ｃｍ,2649735S2032
ロキソプロフェンＮａテープ１００ｍｇ「ＤＫ」　１０ｃｍ×１４ｃｍ,2649735S3039
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＴＣＫ」,1169012F1111
プラミペキソール塩酸塩錠０．５ｍｇ「ＴＣＫ」,1169012F2118
アゼルニジピン錠８ｍｇ「ＴＣＫ」,2149043F1070
アゼルニジピン錠１６ｍｇ「ＴＣＫ」,2149043F2077
アムロジピン錠１０ｍｇ「ＴＣＫ」,2171022F5296
フェキソフェナジン塩酸塩錠３０ｍｇ「ＴＣＫ」,4490023F2101
フェキソフェナジン塩酸塩錠６０ｍｇ「ＴＣＫ」,4490023F1105
グリメピリドＯＤ錠０．５ｍｇ「ＡＦＰ」,3961008F6057
イーケプラドライシロップ５０％,1139010R1020
エヌケーエスワン配合カプセルＴ２０　２０ｍｇ（テガフール相当量）,4229101M1050
エヌケーエスワン配合カプセルＴ２５　２５ｍｇ（テガフール相当量）,4229101M2056
パージェタ点滴静注４２０ｍｇ／１４ｍＬ,4291424A1020
ボンビバ静注１ｍｇシリンジ　１ｍＬ,3999438G1027
ディオバンＯＤ錠２０ｍｇ,2149041F5026
ディオバンＯＤ錠４０ｍｇ,2149041F6022
ディオバンＯＤ錠８０ｍｇ,2149041F7029
ディオバンＯＤ錠１６０ｍｇ,2149041F8025
アレンドロン酸錠５ｍｇ「サワイ」,3999018F1145
アレンドロン酸錠３５ｍｇ「サワイ」,3999018F2141
エスエーワン配合カプセルＴ２０　２０ｍｇ（テガフール相当量）,4229101M1041
エスエーワン配合カプセルＴ２５　２５ｍｇ（テガフール相当量）,4229101M2048
シロスタゾールＯＤ錠５０ｍｇ「サワイ」,3399002F3039
シロスタゾールＯＤ錠１００ｍｇ「サワイ」,3399002F4035
プラミペキソール塩酸塩錠０．１２５ｍｇ「サワイ」,1169012F1154
プラミペキソール塩酸塩錠０．５ｍｇ「サワイ」,1169012F2150
ロラタジンＤＳ１％「サワイ」,4490027R1061
アリセプトドライシロップ１％,1190012R1022
イヌリード注　４ｇ４０ｍＬ,7225403A2023
ロキソプロフェンＮａテープ５０ｍｇ「ＪＧ」　７ｃｍ×１０ｃｍ,2649735S2067
ロキソプロフェンＮａテープ１００ｍｇ「ＪＧ」　１０ｃｍ×１４ｃｍ,2649735S3063
ロキソプロフェンＮａパップ１００ｍｇ「ＪＧ」　１０ｃｍ×１４ｃｍ,2649735S1036
ロキソプロフェンＮａゲル１％「ＪＧ」,2649735Q1039
リセドロン酸Ｎａ錠１７．５ｍｇ「ＪＧ」,3999019F2073
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＪＧ」,1169012F1073
プラミペキソール塩酸塩錠０．５ｍｇ「ＪＧ」,1169012F2070
タルチレリンＯＤ錠５ｍｇ「ＪＧ」,1190014F2048
アムロジピン錠１０ｍｇ「ＣＨ」,2171022F5245
アゼルニジピン錠８ｍｇ「ＪＧ」,2149043F1046
アゼルニジピン錠１６ｍｇ「ＪＧ」,2149043F2042
アスピリン腸溶錠１００ｍｇ「ＪＧ」,3399007H1110
エチゾラム錠０．２５ｍｇ「ＮＰ」,1179025F3037
アゼルニジピン錠８ｍｇ「ＮＰ」,2149043F1062
アゼルニジピン錠１６ｍｇ「ＮＰ」,2149043F2069
リセドロン酸Ｎａ錠１７．５ｍｇ「ＮＰ」,3999019F2014
フェキソフェナジン塩酸塩錠３０ｍｇ「ＮＰ」,4490023F2080
フェキソフェナジン塩酸塩錠６０ｍｇ「ＮＰ」,4490023F1083
フェキソフェナジン塩酸塩ＯＤ錠３０ｍｇ「ＮＰ」,4490023F4023
フェキソフェナジン塩酸塩ＯＤ錠６０ｍｇ「ＮＰ」,4490023F3043
イリノテカン塩酸塩点滴静注液４０ｍｇ「ＮＰ」　２ｍＬ,4240404A1130
イリノテカン塩酸塩点滴静注液１００ｍｇ「ＮＰ」　５ｍＬ,4240404A2136
パクリタキセル注射液３０ｍｇ「ＮＰ」　５ｍＬ,4240406A1082
パクリタキセル注射液１００ｍｇ「ＮＰ」　１６．７ｍＬ,4240406A2089
ロキソプロフェンＮａテープ５０ｍｇ「ＮＰ」　７ｃｍ×１０ｃｍ,2649735S2083
ロキソプロフェンＮａテープ１００ｍｇ「ＮＰ」　１０ｃｍ×１４ｃｍ,2649735S3080
ロキソプロフェンＮａパップ１００ｍｇ「ＮＰ」　１０ｃｍ×１４ｃｍ,2649735S1052
ロキソプロフェンＮａゲル１％「ＮＰ」,2649735Q1047
ロキソプロフェンＮａテープ５０ｍｇ「ユートク」　７ｃｍ×１０ｃｍ,2649735S2202
ロキソプロフェンＮａテープ１００ｍｇ「ユートク」　１０×１４ｃｍ,2649735S3209
リセドロン酸Ｎａ錠１７．５ｍｇ「ユートク」,3999019F2219
フェキソフェナジン塩酸塩錠３０ｍｇ「ダイト」,4490023F2187
フェキソフェナジン塩酸塩錠６０ｍｇ「ダイト」,4490023F1180
ロキソプロフェンＮａテープ５０ｍｇ「科研」　７ｃｍ×１０ｃｍ,2649735S2130
ロキソプロフェンＮａテープ１００ｍｇ「科研」　１０ｃｍ×１４ｃｍ,2649735S3136
レボフロキサシン点眼液１．５％「科研」,1319742Q2094
リセドロン酸Ｎａ錠２．５ｍｇ「ＳＮ」,3999019F1239
リセドロン酸Ｎａ錠１７．５ｍｇ「ＳＮ」,3999019F2090
アムロジピン錠１０ｍｇ「ＪＧ」,2171022F5270
ティアバランス点眼液０．３％　５ｍＬ,1319720Y2080
アムロジピン錠１０ｍｇ「イセイ」,2171022F5326
酸化マグネシウム細粒８３％〈ハチ〉,2344009C1047
カルボシステインＤＳ５０％「ツルハラ」,2233002R2045
マグミット細粒８３％,2344009C1055
ロキソプロフェンＮａテープ５０ｍｇ「三笠」　７ｃｍ×１０ｃｍ,2649735S2199
ロキソプロフェンＮａテープ１００ｍｇ「三笠」　１０ｃｍ×１４ｃｍ,2649735S3195
ロキソプロフェンＮａパップ１００ｍｇ「三笠」　１０ｃｍ×１４ｃｍ,2649735S1117
ロキソプロフェンＮａパップ２００ｍｇ「三笠」　２０ｃｍ×１４ｃｍ,2649735S4027
アムロジピン錠１０ｍｇ「フソー」,2171022F5350
ロキソプロフェンＮａテープ５０ｍｇ「日本臓器」　７ｃｍ×１０ｃｍ,2649735S2180
